Artikel-ID,Artikel,Text
art_284,Art. 284,Kein Inhalt
art_285,Art. 285,"Wer eine Behörde, ein Mitglied einer Behörde oder einen Beamten durch Gewalt oder Drohung an einer Handlung, die innerhalb ihrer Amtsbefugnisse liegt, hindert, zu einer Amtshandlung nötigt oder während einer Amtshandlung tätlich angreift, wird mit Freiheitsstrafe bis zu drei Jahren bestraft. In leichten Fällen kann auf Geldstrafe erkannt werden. Als Beamte gelten auch Angestellte von Unternehmen nach dem Eisenbahngesetz vom 20. Dezember 1957 Wird die Tat von einem zusammengerotteten Haufen begangen, so wird jeder, der an der Zusammenrottung teilnimmt, mit Freiheitsstrafe bis zu drei Jahren bestraft. In leichten Fällen kann auf Geldstrafe erkannt werden. Der Teilnehmer, der Gewalt an Personen verübt, wird mit Freiheitsstrafe von drei Monaten bis zu drei Jahren bestraft. Der Teilnehmer, der Gewalt an Sachen verübt, wird mit Freiheitsstrafe von drei Monaten bis zu drei Jahren oder Geldstrafe nicht unter 90 Tagessätzen bestraft."
art_286,Art. 286,"Wer eine Behörde, ein Mitglied einer Behörde oder einen Beamten an einer Handlung hindert, die innerhalb ihrer Amtsbefugnisse liegt, wird mit Geldstrafe bis zu 30 Tagessätzen bestraft. Als Beamte gelten auch Angestellte von Unternehmen nach dem Eisenbahngesetz vom 20. Dezember 1957"
art_287,Art. 287,"Wer sich in rechtswidriger Absicht die Ausübung eines Amtes oder militärische Befehlsgewalt anmasst, wird mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft."
art_288,Art. 288,Kein Inhalt
art_289,Art. 289,"Wer eine Sache, die amtlich mit Beschlag belegt ist, der amtlichen Gewalt entzieht, wird mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft."
art_290,Art. 290,"Wer ein amtliches Zeichen, namentlich ein amtliches Siegel, mit dem eine Sache verschlossen oder gekennzeichnet ist, erbricht, entfernt oder unwirksam macht, wird mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft."
art_291,Art. 291,"Wer eine von einer zuständigen Behörde auferlegte Landes- oder Kantonsverweisung bricht, wird mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft. Die Dauer dieser Strafe wird auf die Verweisungsdauer nicht angerechnet."
art_292,Art. 292,"Wer der von einer zuständigen Behörde oder einem zuständigen Beamten unter Hinweis auf die Strafdrohung dieses Artikels an ihn erlassenen Verfügung nicht Folge leistet, wird mit Busse bestraft."
art_293,Art. 293,"Wer aus Akten, Verhandlungen oder Untersuchungen einer Behörde, die durch Gesetz oder durch einen gesetzmässigen Beschluss der Behörde als geheim erklärt worden sind, etwas an die Öffentlichkeit bringt, wird mit Busse bestraft. Die Gehilfenschaft ist strafbar. Die Handlung ist nicht strafbar, wenn der Veröffentlichung kein überwiegendes öffentliches oder privates Interesse entgegengestanden hat."
art_294,Art. 294,"Wer eine Tätigkeit ausübt, deren Ausübung ihm durch ein Tätigkeitsverbot nach Artikel 67, nach Artikel 50 des Militärstrafgesetzes vom 13. Juni 1927 Wer mit einer oder mehreren bestimmten Personen oder mit Personen einer bestimmten Gruppe Kontakt aufnimmt oder sich ihnen nähert, wer sich an bestimmten Orten aufhält, obwohl ihm dies durch ein Kontakt- und Rayonverbot nach Artikel 67"
art_295,Art. 295,"Wer sich der vom Gericht oder den Vollzugsbehörden angeordneten Bewährungshilfe entzieht oder die vom Gericht oder den Vollzugsbehörden erteilten Weisungen missachtet, wird mit Busse bestraft."
art_296,Art. 296,"Wer einen fremden Staat in der Person seines Oberhauptes, in seiner Regierung oder in der Person eines seiner diplomatischen Vertreter oder eines seiner offiziellen Delegierten an einer in der Schweiz tagenden diplomatischen Konferenz oder eines seiner offiziellen Vertreter bei einer in der Schweiz niedergelassenen oder tagenden zwischenstaatlichen Organisation oder Abteilung einer solchen öffentlich beleidigt, wird mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft."
art_297,Art. 297,"Wer eine in der Schweiz niedergelassene oder tagende zwischenstaatliche Organisation oder Abteilung einer solchen in der Person eines ihrer offiziellen Vertreter öffentlich beleidigt, wird mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft."
art_298,Art. 298,"Wer Hoheitszeichen eines fremden Staates, die von einer anerkannten Vertretung dieses Staates öffentlich angebracht sind, namentlich sein Wappen oder seine Fahne böswillig wegnimmt, beschädigt oder beleidigende Handlungen daran verübt, wird mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft."
art_299,Art. 299,"Wer die Gebietshoheit eines fremden Staates verletzt, insbesondere durch unerlaubte Vornahme von Amtshandlungen auf dem fremden Staatsgebiete, wer in Verletzung des Völkerrechtes auf fremdes Staatsgebiet eindringt, wird mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft. Wer versucht, vom Gebiete der Schweiz aus mit Gewalt die staatliche Ordnung eines fremden Staates zu stören, wird mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft."
art_300,Art. 300,"Wer vom neutralen Gebiete der Schweiz aus Feindseligkeiten gegen einen Kriegführenden unternimmt oder unterstützt, wer Feindseligkeiten gegen in die Schweiz zugelassene fremde Truppen unternimmt, wird mit Freiheitsstrafe oder Geldstrafe bestraft."
art_301,Art. 301,"Wer im Gebiete der Schweiz für einen fremden Staat zum Nachteil eines andern fremden Staates militärischen Nachrichtendienst betreibt oder einen solchen Dienst einrichtet, wer für solche Dienste anwirbt oder ihnen Vorschub leistet, wird mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft. Die Korrespondenz und das Material werden eingezogen."
art_302,Art. 302,"Die Verbrechen und Vergehen dieses Titels werden nur auf Ermächtigung des Bundesrates verfolgt. Der Bundesrat ordnet die Verfolgung nur an, wenn in den Fällen des Artikels 296 die Regierung des fremden Staates und in den Fällen des Artikels 297 ein Organ der zwischenstaatlichen Organisation um die Strafverfolgung ersucht. In Zeiten aktiven Dienstes kann er die Verfolgung auch ohne ein solches Ersuchen anordnen."
art_303,Art. 303,"Wer einen Nichtschuldigen wider besseres Wissen bei der Behörde eines Verbrechens oder eines Vergehens beschuldigt, in der Absicht, eine Strafverfolgung gegen ihn herbeizuführen, wer in anderer Weise arglistige Veranstaltungen trifft, in der Absicht, eine Strafverfolgung gegen einen Nichtschuldigen herbeizuführen, wird mit Freiheitsstrafe bis zu fünf Jahren oder Geldstrafe bestraft. Betrifft die falsche Anschuldigung eine Übertretung, so ist die Strafe Freiheitsstrafe bis zu einem Jahr oder Geldstrafe."
art_304,Art. 304,"Wer bei einer Behörde wider besseres Wissen anzeigt, es sei eine strafbare Handlung begangen worden, wer sich selbst fälschlicherweise bei der Behörde einer strafbaren Handlung beschuldigt, wird mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft. …"
art_305,Art. 305,"Wer jemanden der Strafverfolgung, dem Strafvollzug oder dem Vollzug einer der in den Artikeln 59–61, 63 und 64 vorgesehenen Massnahmen entzieht, Ebenso wird bestraft, wer jemanden, der im Ausland wegen eines Verbrechens nach Artikel 101 verfolgt wird oder verurteilt wurde, der dortigen Strafverfolgung oder dem dortigen Vollzug einer Freiheitsstrafe oder einer Massnahme im Sinne der Artikel 59–61, 63 oder 64 entzieht. Begünstigt der Täter seine Angehörigen oder jemand anderen, zu dem er in so nahen persönlichen Beziehungen steht, dass sein Verhalten entschuldbar ist, so bleibt er straflos."
art_305_bis,Art. 305,"Wer eine Handlung vornimmt, die geeignet ist, die Ermittlung der Herkunft, die Auffindung oder die Einziehung von Vermögenswerten zu vereiteln, die, wie er weiss oder annehmen muss, aus einem Verbrechen oder aus einem qualifizierten Steuervergehen herrühren, wird mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft. 1 In schweren Fällen ist die Strafe Freiheitsstrafe bis zu fünf Jahren oder Geldstrafe. Ein schwerer Fall liegt insbesondere vor, wenn der Täter: a. als Mitglied einer kriminellen oder terroristischen Organisation (Art. 260 b. als Mitglied einer Bande handelt, die sich zur fortgesetzten Ausübung der Geldwäscherei zusammengefunden hat; c. durch gewerbsmässige Geldwäscherei einen grossen Umsatz oder einen erheblichen Gewinn erzielt. Der Täter wird auch bestraft, wenn die Haupttat im Ausland begangen wurde und diese auch am Begehungsort strafbar ist."
art_305_ter,Art. 305,"Wer berufsmässig fremde Vermögenswerte annimmt, aufbewahrt, anlegen oder übertragen hilft und es unterlässt, mit der nach den Umständen gebotenen Sorgfalt die Identität des wirtschaftlich Berechtigten festzustellen, wird mit Freiheitsstrafe bis zu einem Jahr oder Geldstrafe bestraft. Die von Absatz 1 erfassten Personen sind berechtigt, der Meldestelle für Geldwäscherei im Bundesamt für Polizei Wahrnehmungen zu melden, die darauf schliessen lassen, dass Vermögenswerte aus einem Verbrechen oder aus einem qualifizierten Steuervergehen nach Artikel 305"
art_306,Art. 306,"Wer in einem Zivilrechtsverfahren als Partei nach erfolgter richterlicher Ermahnung zur Wahrheit und nach Hinweis auf die Straffolgen eine falsche Beweisaussage zur Sache macht, wird mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft. … Bezieht sich die falsche Äusserung auf Tatsachen, die für die richterliche Entscheidung unerheblich sind, so ist die Strafe Geldstrafe."
art_307,Art. 307,"Wer in einem gerichtlichen Verfahren als Zeuge, Sachverständiger, Übersetzer oder Dolmetscher zur Sache falsch aussagt, einen falschen Befund oder ein falsches Gutachten abgibt oder falsch übersetzt, wird mit Freiheitsstrafe bis zu fünf Jahren oder Geldstrafe bestraft. … Bezieht sich die falsche Äusserung auf Tatsachen, die für die richterliche Entscheidung unerheblich sind, so ist die Strafe Geldstrafe."
art_308,Art. 308,"Berichtigt der Täter seine falsche Anschuldigung (Art. 303), seine falsche Anzeige (Art. 304) oder Äusserung (Art. 306 und 307) aus eigenem Antrieb und bevor durch sie ein Rechtsnachteil für einen andern entstanden ist, so kann das Gericht die Strafe mildern (Art. 48 Der Täter bleibt straflos, wenn er eine falsche Äusserung getan hat (Art. 306 und 307), weil er: a. sich durch die wahre Äusserung der Gefahr strafrechtlicher Verfolgung aussetzen würde; oder b. durch die wahre Äusserung seine Angehörigen oder jemand anderen, zu dem er in so nahen persönlichen Beziehungen steht, dass sein Verhalten entschuldbar ist, der Gefahr strafrechtlicher Verfolgung aussetzen würde."
art_309,Art. 309,"Die Artikel 306–308 finden auch Anwendung auf: a. das Verwaltungsgerichtsverfahren, das Schiedsgerichtsverfahren und das Verfahren vor Behörden und Beamten der Verwaltung, denen das Recht der Zeugenabhörung zusteht; b. das Verfahren vor internationalen Gerichten, deren Zuständigkeit die Schweiz als verbindlich anerkennt."
art_310,Art. 310,"Wer mit Gewalt, Drohung oder List einen Verhafteten, einen Gefangenen oder einen andern auf amtliche Anordnung in eine Anstalt Eingewiesenen befreit oder ihm zur Flucht behilflich ist, wird mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft. Wird die Tat von einem zusammengerotteten Haufen begangen, so wird jeder, der an der Zusammenrottung teilnimmt, mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft. Der Teilnehmer, der Gewalt an Personen oder Sachen verübt, wird mit Freiheitsstrafe von drei Monaten bis zu drei Jahren oder Geldstrafe nicht unter 90 Tagessätzen bestraft."
art_311,Art. 311,"Gefangene oder andere auf amtliche Anordnung in eine Anstalt Eingewiesene, die sich in der Absicht zusammenrotten, vereint Anstaltsbeamte oder andere mit ihrer Beaufsichtigung beauftragte Personen anzugreifen, durch Gewalt oder Drohung mit Gewalt Anstaltsbeamte oder andere mit ihrer Beaufsichtigung beauftragte Personen zu einer Handlung oder Unterlassung zu nötigen, gewaltsam auszubrechen, werden mit Freiheitsstrafe von einem Monat bis zu drei Jahren oder Geldstrafe nicht unter 30 Tagessätzen bestraft. Der Teilnehmer, der Gewalt an Personen oder Sachen verübt, wird mit Freiheitsstrafe von drei Monaten bis zu fünf Jahren oder Geldstrafe nicht unter 90 Tagessätzen bestraft."
art_312,Art. 312,"Mitglieder einer Behörde oder Beamte, die ihre Amtsgewalt missbrauchen, um sich oder einem andern einen unrechtmässigen Vorteil zu verschaffen oder einem andern einen Nachteil zuzufügen, werden mit Freiheitsstrafe bis zu fünf Jahren oder Geldstrafe bestraft."
art_313,Art. 313,"Ein Beamter, der, um sich oder einen anderen zu bereichern, Taxen, Gebühren oder Vergütungen erhebt, die nicht geschuldet werden oder die gesetzlichen Ansätze überschreiten, wird mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft."
art_314,Art. 314,Kein Inhalt
art_315_316,Art. 315–316,Kein Inhalt
art_317,Art. 317,"Beamte oder Personen öffentlichen Glaubens, die vorsätzlich eine Urkunde fälschen oder verfälschen oder die echte Unterschrift oder das echte Handzeichen eines andern zur Herstellung einer unechten Urkunde benützen, Beamte oder Personen öffentlichen Glaubens, die vorsätzlich eine rechtlich erhebliche Tatsache unrichtig beurkunden, namentlich eine falsche Unterschrift oder ein falsches Handzeichen oder eine unrichtige Abschrift beglaubigen, werden mit Freiheitsstrafe bis zu fünf Jahren oder Geldstrafe bestraft. Handelt der Täter fahrlässig, so ist die Strafe Geldstrafe."
art_317_bis,Art. 317,"Wer mit richterlicher Genehmigung im Rahmen einer verdeckten Ermittlung zum Aufbau oder zur Aufrechterhaltung seiner Legende oder mit Ermächtigung des Nachrichtendienstes des Bundes (NDB) nach Artikel 17 NDG Wer mit Bewilligung für eine verdeckte Ermittlung oder im Auftrag der zuständigen Behörde nach Artikel 17 oder 18 NDG Urkunden für Legenden oder Tarnidentitäten herstellt oder verändert, ist nicht nach den Artikeln 251, 252, 255 und 317 strafbar. Wer im Rahmen des Bundesgesetzes vom 23. Dezember 2011"
art_318,Art. 318,"Ärzte, Zahnärzte, Tierärzte und Hebammen, die vorsätzlich ein unwahres Zeugnis ausstellen, das zum Gebrauche bei einer Behörde oder zur Erlangung eines unberechtigten Vorteils bestimmt, oder das geeignet ist, wichtige und berechtigte Interessen Dritter zu verletzen, werden mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft. Hat der Täter dafür eine Belohnung gefordert, angenommen oder sich versprechen lassen, so wird er mit Freiheitsstrafe bis zu fünf Jahren oder Geldstrafe bestraft. …"
art_319,Art. 319,"Der Beamte, der einem Verhafteten, einem Gefangenen oder einem andern auf amtliche Anordnung in eine Anstalt Eingewiesenen zur Flucht behilflich ist oder ihn entweichen lässt, wird mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft."
art_320,Art. 320,"Wer ein Geheimnis offenbart, das ihm in seiner Eigenschaft als Mitglied einer Behörde oder als Beamter anvertraut worden ist oder das er in seiner amtlichen oder dienstlichen Stellung oder als Hilfsperson eines Beamten oder einer Behörde wahrgenommen hat, wird mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft. Die Verletzung des Amtsgeheimnisses ist auch nach Beendigung des amtlichen oder dienstlichen Verhältnisses oder der Hilfstätigkeit strafbar. Der Täter ist nicht strafbar, wenn er das Geheimnis mit schriftlicher Einwilligung seiner vorgesetzten Behörde offenbart hat."
art_321,Art. 321,"Geistliche, Rechtsanwälte, Verteidiger, Notare, Patentanwälte, nach Obligationenrecht Ebenso werden Studierende bestraft, die ein Geheimnis offenbaren, das sie bei ihrem Studium wahrnehmen. Die Verletzung des Berufsgeheimnisses ist auch nach Beendigung der Berufsausübung oder der Studien strafbar. Der Täter ist nicht strafbar, wenn er das Geheimnis auf Grund einer Einwilligung des Berechtigten oder einer auf Gesuch des Täters erteilten schriftlichen Bewilligung der vorgesetzten Behörde oder Aufsichtsbehörde offenbart hat. Vorbehalten bleiben die eidgenössischen und kantonalen Bestimmungen über die Melde- und Mitwirkungsrechte, über die Zeugnispflicht und über die Auskunftspflicht gegenüber einer Behörde."
art_321_bis,Art. 321,"Wer ein Berufsgeheimnis unbefugterweise offenbart, das er durch seine Tätigkeit in der Forschung am Menschen nach dem Humanforschungsgesetz vom 30. September 2011 Berufsgeheimnisse dürfen für die Forschung zu Krankheiten des Menschen sowie zu Aufbau und Funktion des menschlichen Körpers offenbart werden, wenn die Voraussetzungen nach Artikel 34 des Humanforschungsgesetzes vom 30. September 2011 erfüllt sind und die zuständige Ethikkommission die Offenbarung bewilligt hat."
art_321_ter,Art. 321,"Wer als Beamter, Angestellter oder Hilfsperson einer Organisation, die Post- oder Fernmeldedienste erbringt, einem Dritten Angaben über den Post‑, Zahlungs- oder den Fernmeldeverkehr der Kundschaft macht, eine verschlossene Sendung öffnet oder ihrem Inhalt nachforscht, oder einem Dritten Gelegenheit gibt, eine solche Handlung zu begehen, wird mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft. Ebenso wird bestraft, wer eine nach Absatz 1 zur Geheimhaltung verpflichtete Person durch Täuschung veranlasst, die Geheimhaltungspflicht zu verletzen. Die Verletzung des Post- und Fernmeldegeheimnisses ist auch nach Beendigung des amtlichen oder dienstlichen Verhältnisses strafbar. Die Verletzung des Post- und Fernmeldegeheimnisses ist nicht strafbar, soweit sie zur Ermittlung des Berechtigten erforderlich ist. Vorbehalten bleiben Artikel 179"
art_322,Art. 322,"Medienunternehmen sind verpflichtet, jeder Person auf Anfrage unverzüglich und schriftlich ihren Sitz sowie die Identität des Verantwortlichen (Art. 28 Abs. 2 und 3) bekannt zu geben. Zeitungen und Zeitschriften müssen zudem in einem Impressum den Sitz des Medienunternehmens, namhafte Beteiligungen an anderen Unternehmungen sowie den verantwortlichen Redaktor angeben. Ist ein Redaktor nur für einen Teil der Zeitung oder Zeitschrift verantwortlich, so ist er als verantwortlicher Redaktor dieses Teils anzugeben. Für jeden Teil einer solchen Zeitung oder Zeitschrift muss ein verantwortlicher Redaktor angegeben werden. Bei Verstössen gegen die Vorschriften dieses Artikels wird der Leiter des Medienunternehmens mit Busse bestraft. Ein Verstoss liegt auch vor, wenn eine vorgeschobene Person als verantwortlich für die Veröffentlichung (Art. 28 Abs. 2 und 3) angegeben wird."
art_322_bis,Art. 322,"Wer als Verantwortlicher nach Artikel 28 Absätze 2 und 3 eine Veröffentlichung, durch die eine strafbare Handlung begangen wird, vorsätzlich nicht verhindert, wird mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft. Handelt der Täter fahrlässig, so ist die Strafe Busse. Ist die Strafdrohung des Delikts, das auf den Autor nach Artikel 28 Absatz 1 anwendbar ist, milder, so wird der Täter nach dieser Strafdrohung bestraft. Ist die durch den Autor begangene Tat ein Antragsdelikt, so wird die strafbare Handlung nach Absatz 1 nur verfolgt, wenn ein Antrag auf Verfolgung des Autors vorliegt."
art_322_ter,Art. 322,"Wer einem Mitglied einer richterlichen oder anderen Behörde, einem Beamten, einem amtlich bestellten Sachverständigen, Übersetzer oder Dolmetscher, einem Schiedsrichter oder einem Angehörigen der Armee im Zusammenhang mit dessen amtlicher Tätigkeit für eine pflichtwidrige oder eine im Ermessen stehende Handlung oder Unterlassung zu dessen Gunsten oder zu Gunsten eines Dritten einen nicht gebührenden Vorteil anbietet, verspricht oder gewährt, wird mit Freiheitsstrafe bis zu fünf Jahren oder Geldstrafe bestraft."
art_322_quater,Art. 322,"Wer als Mitglied einer richterlichen oder anderen Behörde, als Beamter, als amtlich bestellter Sachverständiger, Übersetzer oder Dolmetscher oder als Schiedsrichter im Zusammenhang mit seiner amtlichen Tätigkeit für eine pflichtwidrige oder eine im Ermessen stehende Handlung oder Unterlassung für sich oder einen Dritten einen nicht gebührenden Vorteil fordert, sich versprechen lässt oder annimmt, wird mit Freiheitsstrafe bis zu fünf Jahren oder Geldstrafe bestraft."
art_322_quinquies,Art. 322,"Wer einem Mitglied einer richterlichen oder anderen Behörde, einem Beamten, einem amtlich bestellten Sachverständigen, Übersetzer oder Dolmetscher, einem Schiedsrichter oder einem Angehörigen der Armee im Hinblick auf die Amtsführung zu dessen Gunsten oder zu Gunsten eines Dritten einen nicht gebührenden Vorteil anbietet, verspricht oder gewährt, wird mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft."
art_322_sexies,Art. 322,"Wer als Mitglied einer richterlichen oder anderen Behörde, als Beamter, als amtlich bestellter Sachverständiger, Übersetzer oder Dolmetscher oder als Schiedsrichter im Hinblick auf die Amtsführung für sich oder einen Dritten einen nicht gebührenden Vorteil fordert, sich versprechen lässt oder annimmt, wird mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft."
art_322_septies,Art. 322,"Wer einem Mitglied einer richterlichen oder anderen Behörde, einem Beamten, einem amtlich bestellten Sachverständigen, Übersetzer oder Dolmetscher, einem Schiedsrichter oder einem Angehörigen der Armee, die für einen fremden Staat oder eine internationale Organisation tätig sind, im Zusammenhang mit dessen amtlicher Tätigkeit für eine pflichtwidrige oder eine im Ermessen stehende Handlung oder Unterlassung zu dessen Gunsten oder zu Gunsten eines Dritten einen nicht gebührenden Vorteil anbietet, verspricht oder gewährt, wer als Mitglied einer richterlichen oder anderen Behörde, als Beamter, als amtlich bestellter Sachverständiger, Übersetzer oder Dolmetscher, als Schiedsrichter oder als Angehöriger der Armee eines fremden Staates oder einer internationalen Organisation im Zusammenhang mit seiner amtlichen Tätigkeit für eine pflichtwidrige oder eine im Ermessen stehende Handlung oder Unterlassung für sich oder einen Dritten einen nicht gebührenden Vorteil fordert, sich versprechen lässt oder annimmt, wird mit Freiheitsstrafe bis zu fünf Jahren oder Geldstrafe bestraft."
art_322_octies,Art. 322,"Wer einem Arbeitnehmer, einem Gesellschafter, einem Beauftragten oder einer anderen Hilfsperson eines Dritten im privaten Sektor im Zusammenhang mit dessen dienstlicher oder geschäftlicher Tätigkeit für eine pflichtwidrige oder eine im Ermessen stehende Handlung oder Unterlassung zu dessen Gunsten oder zu Gunsten eines Dritten einen nicht gebührenden Vorteil anbietet, verspricht oder gewährt, wird mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft. In leichten Fällen wird die Tat nur auf Antrag verfolgt."
art_322_novies,Art. 322,"Wer als Arbeitnehmer, als Gesellschafter, als Beauftragter oder als andere Hilfsperson eines Dritten im privaten Sektor im Zusammenhang mit seiner dienstlichen oder geschäftlichen Tätigkeit für eine pflichtwidrige oder eine im Ermessen stehende Handlung oder Unterlassung für sich In leichten Fällen wird die Tat nur auf Antrag verfolgt."
art_322_decies,Art. 322,"Keine nicht gebührenden Vorteile sind: a. dienstrechtlich erlaubte oder vertraglich vom Dritten genehmigte Vorteile; b. geringfügige, sozial übliche Vorteile. Private, die öffentliche Aufgaben erfüllen, sind Amtsträgern gleichgestellt."
art_323,Art. 323,"Mit Busse wird bestraft: der Schuldner, der einer Pfändung oder der Aufnahme eines Güter-verzeichnisses, die ihm gemäss Gesetz angekündigt worden sind, weder selbst beiwohnt noch sich dabei vertreten lässt (Art. 91 Abs. 1 Ziff. 1, 163 Abs. 2 und 341 Abs. 1 SchKG der Schuldner, der seine Vermögensgegenstände, auch wenn sie sich nicht in seinem Gewahrsam befinden, sowie seine Forderungen und Rechte gegenüber Dritten nicht so weit angibt, als dies zu einer genügenden Pfändung oder zum Vollzug eines Arrestes nötig ist (Art. 91 Abs. 1 Ziff. 2 und 275 SchKG); der Schuldner, der seine Vermögensgegenstände, auch wenn sie sich nicht in seinem Gewahrsam befinden, sowie seine Forderungen und Rechte gegenüber Dritten bei Aufnahme eines Güterverzeichnisses nicht vollständig angibt (Art. 163 Abs. 2, 341 Abs. 1 SchKG); der Schuldner, der dem Konkursamt nicht alle seine Vermögensgegenstände angibt und zur Verfügung stellt (Art. 222 Abs. 1 SchKG); der Schuldner, der während des Konkursverfahrens nicht zur Verfügung der Konkursverwaltung steht, wenn er dieser Pflicht nicht durch besondere Erlaubnis enthoben wurde (Art. 229 Abs. 1 SchKG)."
art_324,Art. 324,"Mit Busse wird bestraft: die erwachsene Person, die dem Konkursamt nicht alle Vermögensstücke eines gestorbenen oder flüchtigen Schuldners, mit dem sie in gemeinsamem Haushalt gelebt hat, angibt und zur Verfügung stellt (Art. 222 Abs. 2 SchKG wer sich binnen der Eingabefrist nicht als Schuldner des Konkursiten anmeldet (Art. 232 Abs. 2 Ziff. 3 SchKG); wer Sachen des Schuldners als Pfandgläubiger oder aus andern Gründen besitzt und sie dem Konkursamt binnen der Eingabefrist nicht zur Verfügung stellt (Art. 232 Abs. 2 Ziff. 4 SchKG); wer Sachen des Schuldners als Pfandgläubiger besitzt und sie den Liquidatoren nach Ablauf der Verwertungsfrist nicht abliefert (Art. 324 Abs. 2 SchKG); der Dritte, der seine Auskunfts- und Herausgabepflichten nach den Artikeln 57"
art_325,Art. 325,"Wer vorsätzlich oder fahrlässig der gesetzlichen Pflicht, Geschäftsbücher ordnungsmässig zu führen, nicht nachkommt, wer vorsätzlich oder fahrlässig der gesetzlichen Pflicht, Geschäftsbücher, Geschäftsbriefe und Geschäftstelegramme aufzubewahren, nicht nachkommt, wird mit Busse bestraft."
art_325_bis,Art. 325,"Mit Busse wird bestraft, wer vorsätzlich: a. im Bericht über Zahlungen an staatliche Stellen gemäss Artikel 964 b. der Pflicht zur Führung und Aufbewahrung der Berichte über Zahlungen an staatliche Stellen gemäss Artikel 964"
art_325_ter,Art. 325,"Mit Busse bis zu 100 000 Franken wird bestraft, wer vorsätzlich: a. in den Berichten gemäss den Artikeln 964 b. der gesetzlichen Pflicht zur Aufbewahrung und Dokumentation der Berichte gemäss den Artikeln 964 Wer fahrlässig handelt, wird mit Busse bis zu 50 000 Franken bestraft."
art_325_quater,Art. 325,"Wer den Mieter unter Androhung von Nachteilen, insbesondere der späteren Kündigung des Mietverhältnisses, davon abhält oder abzuhalten versucht, Mietzinse oder sonstige Forderungen des Vermieters anzufechten, wer dem Mieter kündigt, weil dieser die ihm nach dem OR wer Mietzinse oder sonstige Forderungen nach einem gescheiterten Einigungsversuch oder nach einem richterlichen Entscheid in unzulässiger Weise durchsetzt oder durchzusetzen versucht, wird auf Antrag des Mieters mit Busse bestraft."
art_326,Art. 326,Kein Inhalt
art_326_bis,Art. 326,"Werden die in Artikel 325 Der Geschäftsherr oder Arbeitgeber, Auftraggeber oder Vertretene, der von der Widerhandlung Kenntnis hat oder nachträglich Kenntnis erhält und, obgleich es ihm möglich wäre, es unterlässt, sie abzuwenden oder ihre Wirkungen aufzuheben, untersteht der gleichen Strafandrohung wie der Täter. Ist der Geschäftsherr oder Arbeitgeber, Auftraggeber oder Vertretene eine juristische Person, Kollektiv- oder Kommanditgesellschaft, Einzelfirma"
art_326_ter,Art. 326,"Wer für einen im Handelsregister eingetragenen Rechtsträger oder eine im Handelsregister eingetragene Zweigniederlassung eine Bezeichnung verwendet, die mit der im Handelsregister eingetragenen nicht übereinstimmt und die irreführen kann, wer für einen im Handelsregister nicht eingetragenen Rechtsträger oder eine im Handelsregister nicht eingetragene Zweigniederlassung eine irreführende Bezeichnung verwendet, wer für einen im Handelsregister nicht eingetragenen ausländischen Rechtsträger den Eindruck erweckt, der Sitz des Rechtsträgers oder eine Geschäftsniederlassung befinde sich in der Schweiz, wird mit Busse"
art_326_quater,Art. 326,"Wer als Organ einer Personalvorsorgeeinrichtung gesetzlich verpflichtet ist, Begünstigten oder Aufsichtsbehörden Auskunft zu erteilen und keine oder eine unwahre Auskunft erteilt, wird mit Busse bestraft."
art_327,Art. 327,Wer vorsätzlich den Pflichten nach Artikel 697
